CSD_code,HL_Gap,smallest_distance1,smallest_distance2,smallest_distance3,smallest_distance4,largest_coulomb1,largest_coulomb2,largest_coulomb3,largest_coulomb4
ACASOO,0.07527,1.9170556991530354,1.9250905132487541,1.9301524628461042,1.949914750461878,102.24011753367091,101.81339456565776,101.54638235727163,100.51721489545803
ACEJUP,0.10345,2.0941331990178553,2.096441985434484,2.1161312941752692,2.1382156460586237,224.93878395457213,222.61552564981534,200.56030829222289,200.33943362995365
ACEKAU,0.10988,1.8603881585629205,1.8882829872655096,2.1732167841528973,2.197667752583716,193.2618977833418,191.1116907941256,105.35435795904151,88.96971541500082
ACEWIO,0.09108,1.936870486100717,1.9368784480840633,2.2312241904366985,2.2312308442360114,200.78663628701372,200.78603751706302,101.19416936058781,101.19375337873207
ACEYNI,0.10941,1.8895374282114683,1.9452970333458028,1.9527519023905018,2.122745273714819,115.14950990015774,114.70991257301337,88.9106495016717,13.190466301686687
ACINEH,0.05443,1.8197039069535295,2.1621332299625187,2.255613768241794,2.3130486982349,453.25606508392116,434.4715455270033,107.70983084173008,84.73665087534415
ACITAH,0.05072,1.9723669715556362,1.9724441327634654,2.2548875480296475,2.2549573855419607,434.6114735771803,434.5980133741929,99.3729883062338,99.36910087557051
ACLBNI,0.0504,1.8356078566661518,1.8498585702135277,2.22290332452049,2.242704602363123,122.03042125066456,121.09033825982915,100.76911466598295,99.87940443158348
ACMPNI,0.00788,1.9430871492694564,1.9573943155449172,1.9872341148728434,1.9981205656006156,112.71948197926999,112.10534732305695,100.87041133162259,100.13312005835459
ACOWAS,0.14983,1.7276350431392045,1.7276367715712861,2.25430705465542,2.2543638605344642,186.31002335402738,186.30532867947343,113.44988675609265,113.44977325397974
ACPXNI,0.03946,1.957784082567664,1.9577851885912876,2.054038117654847,2.0540412447310157,100.11318497540493,100.11312841784783,95.42179296252725,95.42164769221415
ACUGUC,0.07324,1.8434311206246183,1.8764316429916534,1.9563364826712253,2.0229469426332907,121.51254120311316,104.45357854204116,100.1872641726628,96.88835424663426
ACUJEQ,0.09801,1.8464873276964504,1.8464998065326361,1.9645369114454543,1.9645447355623649,121.31142014359062,121.31060030849827,99.76905949595438,99.7686621495507
ACUWUT,0.10013,1.8603752923753285,2.065968499986584,2.2063972396738496,2.2518119301074355,190.35556809438563,186.51646453439008,108.4237247573981,90.3043599259467
ADEVOU,0.10349,2.1866653523533515,2.187084395606843,2.1891765740099216,2.189483818342603,192.0732861788769,192.03648512313765,191.8529574024651,191.82603519670306
ADIFID,0.06554,1.972819652250119,1.9743815536600229,2.08788487997361,2.0881494375415888,227.98191823967636,227.95303412786507,113.54307006447071,113.45324797264162
ADIMOS,0.05172,1.835543058895715,1.850968407408037,1.8974356530887793,1.9538394968960535,122.03472913065909,118.05406925676613,105.89051612958878,100.31530241423276
ADIREN,0.10764,1.764946794908133,1.7649867711874712,2.4891456921978676,2.4904439852081444,596.1884853311485,595.8776863941276,95.1870053446821,95.18484939520013
ADIRIR,0.12115,1.7615273889112892,1.7692850948234424,2.1198340652513243,2.1228549307914504,224.54587734137868,224.22634401237016,95.3717785244499,94.95360611556205
ADOJUB,0.11156,1.8840188184142792,1.8931333281006593,1.9241198120262253,1.9341600629528406,104.03293113864287,103.5320635322831,101.8647585118928,101.3359771790402
ADUFAJ,0.06843,1.929170159235647,1.9692383129049684,2.0088430765674494,2.0174729782187466,101.59808820475267,99.53086871992957,97.56859671433826,97.15123925627543
ADUFIR,0.07405,1.8927695494881638,1.8928327620625218,1.956071070257091,1.9561279022848954,114.51526654936886,114.51193949963711,103.55196175519711,103.54850355951623
ADUNAQ,0.14275,1.8135513491620328,1.9212106253343155,2.135551263807483,2.135665297566471,196.670530517343,196.66002930261493,138.95388190493685,87.44486303825528
ADUNEU,0.13989,1.5007904398351688,1.970220337414789,2.114979448175161,2.114992541870624,198.5834899541851,198.58226054477112,85.26965071350347,18.65683526280673
ADUNIY,0.14461,1.9803425183043373,2.012450895409692,2.129563692061655,2.1313889142645372,197.22349773600484,197.05460471765957,84.83380952899478,83.48029777183646
ADUNOE,0.14982,1.9417083604142091,1.972490255301109,2.129635183087097,2.1407542055576987,197.21687701983416,196.19253761577158,86.52174725362046,85.17152343262354
ADUVOL,0.13053,1.899614748499271,1.9053808000243988,2.1093486302618496,2.1167475187933156,225.66208030813308,224.8733000860448,88.43898486928623,88.17135136338558
ADUXIJ,0.0419,1.8590060918877291,2.116092944169259,2.1948937465987375,2.241422854544305,437.222275133462,105.43268301018404,13.2319329721088,12.756881759488131
AEMANI,0.10791,1.8490184636455251,1.8491797440915507,2.00724873769454,2.0088292382146866,106.002186486319,105.99294126287826,97.64609453690288,97.56926884148287
AFAVIO,0.06336,1.894740697637655,1.894804079268332,2.1765041067678035,2.1765769057207316,218.69933464397604,218.69201990929963,103.44423394946388,103.44077371613233
AFEGAU,0.10268,2.1238185949281125,2.1247745969622382,2.136789376852362,2.137068030991884,209.66034596256503,209.6330081696409,92.28660134536314,92.24507873927831
AFEHOJ,0.08931,1.8186734948595011,1.8503092384701876,1.876993519317708,2.080573359407603,121.06084504296179,107.77085637086368,104.42231045701558,94.20480134178332
AFEKIG,0.09938,1.8562131515252835,1.8569557829949086,1.9261556040290804,1.9420171594674165,120.67579621226969,120.62753569647822,101.75709563132516,100.92598772595373
AFEKUS,0.06247,1.9068262639046891,1.907031243661908,1.907068814218858,1.9073176820462778,117.47268444966018,117.46005774392667,117.45774370063891,117.44241775165645
AFEMAB,0.04948,1.8722985505440042,1.8725456194589905,2.082349628280891,2.0825830674689265,119.63903936950433,119.62325385947997,107.57079260744791,107.55873487065227
AFERIO,0.10667,2.187506899439809,2.2086941063280223,2.210219073027267,2.2455379177752897,199.50676247936386,191.99939442822162,190.15761340453545,12.668427461196998
AFICIC,0.09314,1.8386278825103168,1.8387181162911728,1.9144343644012987,1.9145259729544768,121.82998100418675,121.82400228471353,102.38010957419013,102.37521076694239
AFOFIL,0.06612,1.9124644274306761,1.9191913273266068,2.056147693022025,2.103155806663517,95.32389169570247,93.19328571806471,87.84477117082992,87.53686910101895
AFOJEN,0.07138,1.8422392731639767,2.00757319064963,2.0200962497242343,2.190004172781798,447.4877318407935,97.63031351129789,97.02507988258292,91.19336583866563
AFOMAK,0.05902,1.7895859002486632,1.8869849433688572,1.9532827698431918,2.0188566582870973,114.67873646271019,110.95389020340514,109.52254371962016,103.86940324498764
AFOMEO,0.04575,1.7945264298351724,1.8651959518634749,1.9878937171553461,1.99428355457403,112.68208056944891,112.32103854351112,109.22101605268786,105.08279293882279
AFOZAY,0.03922,1.8580401368614539,1.8809304673916125,1.912520407046658,1.9668646100783787,120.55713736000027,104.20374564499652,102.48256660574204,99.65098715777366
AFUCIO,0.08937,1.842868486996417,2.0020308775566305,2.002950580816793,2.071593685030929,229.77478809648588,106.35593444839294,97.90058794657918,97.85563452098363
AFUCOU,0.09572,1.8873305096638882,1.9190485301806606,2.093365244373496,2.1138696675244706,103.85038497306195,93.62914595377217,92.72094822645023,87.54338275342332
AFUCUA,0.10232,1.8669324772542302,1.8683335528525447,2.0560442958958025,2.056662995832426,104.98505028326723,95.32868547202399,95.30000802132864,89.91970397550267
AFUDAH,0.07371,1.8520297172488709,2.061783894407635,2.0619019947016763,2.435496918884461,609.3212389197854,105.82983532853433,95.06330926904062,95.05786429405826
AGACUG,0.04295,2.1563224652699957,2.217910117315687,2.2635060764790915,2.3017428198136485,194.77606284058785,194.63512436905117,189.36745755428606,185.5528484612308
AGAMIH,0.05731,1.8199901611751315,2.0414903017192887,2.1072750285730275,2.1500077887799685,225.88413640640465,109.72376396368534,107.69288987444125,104.18566907941752
AGIDIF,0.0547,1.8028231755228576,1.8710933119215252,2.13416860879102,2.2687262756279045,108.71837164127633,104.75159028745455,91.8390417667288,86.39208797709809
AGIKUW,0.09365,1.9288258440899477,1.9518320128830862,1.9922830715407216,2.0056016054490713,101.6162245028794,100.4184779767419,84.32536640994398,83.76538966839497
AGIRIS,0.14515,1.8745321205928387,1.8745673419293525,2.2151326690786846,2.2151331622115116,189.6048962948508,189.60485408501884,89.62236397788072,89.62068005894636
AGIRUE,0.13693,1.9810275823972894,1.9810345098825204,2.227131194426402,2.2271417521353345,188.58341217216486,188.58251819728727,84.80447293757472,84.80417638457129
AGOHEJ,0.11086,1.870994174852701,1.8709944370291949,1.921796295729856,1.921796956288523,104.75714068721278,104.75712600792818,101.98791642772082,101.98788137250756
AGOJAK,0.09347,1.8350843788852984,1.91079492185331,1.9516217668909366,1.9631294507704804,106.80707778628579,102.575110368148,100.42929594510572,85.57764743128075
AGOJOW,0.0902,1.886522749468532,2.021831236558783,2.1373366807929153,2.1373391101407155,89.05272944486288,83.09298865415741,78.60249698127807,78.60240763990859
AGOJUC,0.08813,1.9406715893208344,2.0815719903595054,2.0854009797532904,2.106517515862621,225.96536530819094,86.56797003906982,80.70823434311535,80.56004654791853
AGOWOI,0.03602,1.8361671184729673,1.836167602077761,2.159627617153435,2.163117353874484,106.74409645403176,106.74406834006402,90.75638709341194,90.60997067446809
AHABER,0.05586,1.825427950662803,2.2229016983362024,2.257643902776558,2.438180898869838,440.8651991824517,434.08085694770085,92.03321332896218,80.38780063072893
AHABIV,0.06733,1.816862107658181,2.055877921205078,2.0913263530752024,2.4377472525451815,231.5312573233856,227.6067526716063,92.46711640463526,80.40210066706548
AHABOB,0.13426,1.891646464321264,1.8916791948749831,2.127990182337545,2.127999205410061,223.68524251231537,223.68429404947818,88.81152116353812,88.80998451278244
AHABUH,0.12021,1.8950330095108083,1.8952139610986005,2.3243619408162433,2.3245998439172464,421.6210835287789,421.57793418267437,88.6528092950572,88.64434488579604
AHACOB,0.06176,1.8187749533560582,1.8478095736428264,2.1076683257521514,2.1409039965013337,107.76484448410449,106.07153615596862,104.628699075746,92.99375884014133
AHAPIJ,0.03919,1.824926628503916,1.8676032436270595,1.9870710927098265,2.0167600390261557,122.74466079967078,119.93982167484948,98.63763844136503,97.18558291875102
AHIGAZ,0.08223,1.837202544537384,1.861353156333008,1.870259450832883,1.9678484794475526,119.76947898872857,106.68393671823141,105.29973816797524,99.60116444281543
AHIGED,0.10294,1.842041345190385,1.8469939236090305,1.8749043496617304,1.9658718615107942,119.47276139202195,106.40369202991062,106.1183783523313,99.70131005861788
AHIGIH,0.1038,1.8356440641411549,1.8466912127323198,1.852055233403903,1.9978307350380604,120.9467169012606,106.77451246067291,106.13577334892015,98.10640939822463
AHIGOO,0.10868,1.966620919993557,2.215520346112871,2.252042661249678,2.2749407942902216,189.57171877788878,186.4973551464333,184.6201892612504,85.4257159028647
AHIGUU,0.10195,1.966071919035906,2.206165164635401,2.252587540178897,2.2827822435961425,190.37559233214108,186.45224325738937,183.9860114464357,85.44956996404355
AHIHAB,0.10283,1.9723167548367289,2.117736042031537,2.173964738298621,2.297557941193726,198.32499974694457,194.98964181387993,193.19540588717118,85.17901578841847
AHIHEE,0.0601,1.8666124057692972,1.8666270684519166,1.8965719339458162,1.8965924659951159,120.00348830194432,120.00254565352144,103.34435329970437,103.34323451884087
AHIHUU,0.07604,1.9008453985946896,1.9008616958883067,2.0326452042046306,2.032649680863099,103.11201539320578,103.11113134846231,96.42607553672622,96.4258631702709
AHUNOH,0.12187,1.8292104844366008,1.8511527680017756,2.152591289181841,2.1569350460750645,195.1136762983158,194.72074542266182,91.8429024048286,90.75426021232563
AHUQAV,0.04011,2.06178568592823,2.0669949579930367,2.1799891235815063,2.258799058380323,230.8678361910838,230.28599956633448,89.90870545170033,86.77177337790386
AHUQEZ,0.0394,2.064392116829353,2.0652653523508735,2.1802887995670845,2.256500672116343,230.57635035492976,230.47885805965484,89.89634769435935,86.86015582533557
AJADEV,0.1069,1.957311703835992,1.9612346688645876,2.2217197539597846,2.22414260134823,189.04274459073042,188.8368127769346,85.8320111562962,85.66032544043279
AJAFIB,0.12122,1.9739255947683805,2.200620852791412,2.2313665078183917,2.2427465270022044,199.75507468462112,190.85523045337158,188.22546566347552,85.10959098218342
AJAFOH,0.11828,1.9626181170476829,2.046291287449583,2.1697436127667786,2.206256359398556,193.57125769548006,190.36772322981338,85.59994353497468,13.683291411995455
AJAKUS,0.07625,1.9392327276268262,1.9392330042405297,2.1596842167108443,2.159684950108108,194.4728755945865,194.4728095544565,101.07090150023345,101.07088708340147
AJIDAY,0.10906,1.8634545827775701,1.9246495912458192,1.9749714877764937,2.157620796506734,194.65885788642527,116.38482195348897,99.2419390422011,90.15513528083297
AJIKUZ,0.12018,1.8389186236830792,1.8395196020359996,1.8473203765795798,1.8475312437592595,121.25671477448266,121.24287519177028,106.5843792518895,106.54955771227723
AJILOU,0.11184,1.846889578063836,1.846891419641647,1.8993193590352715,1.8993198607539348,121.28499865965331,121.28487772359829,103.19486244775341,103.19483518810667
AJIZAW,0.05911,1.7806355743107376,1.930815271332575,1.9501016577415302,1.9875459280285104,116.0131698385645,110.07305640058844,100.50758083401321,98.61407338366094
AKIKOV,0.11041,1.9115879612228661,1.9115891209268268,1.9246313433425697,1.9246339441205766,101.83768474829078,101.83754713396075,87.88504814213643,87.88499482490559
AKIKUB,0.12233,1.9242834519020577,1.9245294389446752,1.9283439127701107,1.9293831826764416,101.64162040911128,101.58687074700666,87.30522513922801,87.29406607161259
AKILAJ,0.08936,2.1609925357628246,2.161023643223454,2.182859825447125,2.183119626969468,205.23534987329484,205.2109258996028,194.3551368407393,194.3523391412387
AKOPAS,0.09364,1.8853237947956019,1.9261025653490516,2.1063495120812235,2.1075595728714327,103.96092201300064,93.05198347938848,92.99855744194262,87.22276945285869
AKOPEW,0.09019,1.8894888558864382,1.9337735696877925,2.11825115952139,2.1329075319374464,103.73175760703188,92.52915978305677,91.89334139673724,86.8767691488945
AKOTUQ,0.08477,1.9334122718098175,1.9387310782952938,1.9400697061474483,1.9402370399904247,101.375171171604,101.09705373493098,101.0272978228256,101.01858482248502
AKOVOM,0.12263,1.7953690120226145,1.7954334804085883,1.918602058876798,1.918602225145738,109.16975768629963,109.16583774264704,87.56375467372936,87.56374708532334
AKOWAZ,0.12732,1.8129140327645081,1.8130215860270154,1.9185503366716932,1.9186291584908046,108.11323452614026,108.10682096152354,87.56611530529186,87.56251788237647
AKOWED,0.11444,1.8261823529773855,1.8264021770177372,1.8757986100577497,1.8761006424635138,107.32772643457209,107.31480857082691,89.56185333500585,89.54743482172611
AKOWIH,0.11097,1.8292340557363995,1.8292454831442777,1.8801313071991335,1.8801391532666236,107.14867208236825,107.14800271809169,89.3554611620572,89.35508826998819
AKUFER,0.08629,1.8973441876755988,1.8973610984256526,1.89922915810888,1.899241107914706,118.05976029811346,118.05870805818957,103.19976352677901,103.19911420577901
AKULAT,0.05451,1.8686491724490113,2.176356273239814,2.2469515744109403,2.263379369123314,450.2939211056338,436.1464711391995,104.88860236034922,12.370882399111633
ALAKII,0.10662,1.832235366559268,1.8512712640993416,1.8637476951562533,1.959645406821214,120.18794206005457,106.97315616610214,105.87319308678168,100.01809476232546
ALAVIS,0.05243,1.9382469846402839,2.1976418255342094,2.218330814128165,2.24121276348205,445.9325394217862,441.77360462134396,101.12230358319134,87.45265206123737
ALAVOY,0.08258,2.00937327603573,2.0215811347467136,2.2029475531736447,2.2254645078323665,440.35750583797613,97.54285196162567,96.95381334499695,12.710243582359555
ALAWEP,0.08546,1.9658351613104539,2.058743766292165,2.1966352924533887,2.2166178721030474,446.1368727739291,442.1149952518479,99.70317138357805,95.2036883895462
ALAWIT,0.04606,1.974651852950619,2.168302660926325,2.213897576480574,2.291153919770556,451.9664240882923,442.65823785665043,99.25800323086192,85.54641323252001
ALAWUF,0.04631,1.986492406930068,2.16237143108064,2.2459223517331752,2.267159668477952,453.2061355944975,436.346340844658,98.66637260542015,86.4517849029944
ALAZUI,0.09456,1.6035205841742481,1.9059889417051916,1.9070277604962347,2.577466781001413,122.23104706880487,102.83375507134303,102.77773824802536,86.90703664974885
ALEBAU,0.09674,1.8542347672998185,1.8652614764405029,1.9072449695891642,1.9398202378641105,117.44689516640926,115.47461750715675,105.70398282706128,105.07910149628393
ALEHOQ,0.09331,1.8522449240388037,1.8526666493079846,1.9359951594584393,1.9359991790479514,120.93433060222402,120.9068021404009,101.23992254961401,101.23971235172999
ALELEI,0.04905,1.9795062739988998,1.9865165611599798,2.193745958313569,2.2049509718584144,99.01458892779894,98.66517291230151,89.34489395056207,88.89086537593347
ALESEQ,0.08694,2.0891026905460404,2.0895010878334386,2.2676799045055054,2.2678869130082333,197.55874676575738,197.54071397050015,13.402883509130652,13.400328031909586
ALINAL,0.07108,1.8494188067870299,1.8494498427284494,1.8687292380045004,1.8687421887833515,121.11913168502495,121.11709916368325,104.88410841652812,104.88338154746012
ALIREU,0.08116,1.831293751474998,1.8312940934989832,1.8875831458111827,1.8875852745988952,107.02815965059328,107.02813966134207,103.83648552645327,103.83636842136802
ALOPIA,0.10229,1.884708979900078,1.8860104303216747,2.1540834140018075,2.1551348627794873,207.97708997151403,207.8756219563041,118.85124037127252,118.76922651047849
ALOSAW,0.04924,1.838401598490249,1.8428638762379597,1.9813502091869324,1.9870039049850463,121.8449767362885,121.54994348105394,98.92244141959671,98.64097373350408
ALOTOL,0.12232,2.0229662457694317,2.02354413576555,2.2285464216398903,2.228588760221133,175.8994096750941,175.8960679497924,83.04636834714042,83.02265170828211
ALOTUR,0.1263,1.4412511501417156,1.951403463983331,1.9940820825536492,2.2278857571185084,175.95157146073907,86.09188366257561,84.249290172076,19.42756472197563
ALPHNI,0.14488,2.010189357821084,2.0117390759619163,2.06179785092984,2.0651997671980493,83.57421620324426,83.50983584671414,81.48228495060005,81.34806262734247
ALUBAL,0.10539,1.843632204857149,2.094618394211628,2.1659617438940715,2.181361960952096,227.24903080933595,193.90924201869953,192.540260405331,91.12446590886995
ALUMEA,0.06005,1.8259881347822455,1.8261727961233518,2.0042884282709466,2.0044494008362874,111.76036185233062,111.75138664340628,107.33914216993178,107.32828810946808
ALUVOT,0.12058,1.9401645636554845,2.1071421215930517,2.122526705616117,2.1257298332691654,225.89838394010755,197.87736893425065,197.5792000595301,86.59059295643944
ALUXEK,0.09634,2.0513380795551495,2.0632498212561146,2.074038551574266,2.088165199550889,227.95131347959222,81.89776306226045,81.42494344079039,81.00138730424382
ALUXIO,0.0976,2.033536431163159,2.0732076507455917,2.0734172042351715,2.095229747920497,227.18272326575507,82.61469891833015,81.03385106628457,81.02566124021853
AMALAB,0.10107,2.047346331274672,2.065241784089921,2.0765933509565917,2.0771039666816025,229.16522602403063,82.05744061650951,81.34640761882109,80.90173260094957
AMALOP,0.1203,1.9729944754607496,2.019520208300468,2.088797885683031,2.122757255658475,85.14975692507566,83.18807571694506,80.42903583515668,79.14235108709438
AMAMEG,0.05885,1.759427510923351,1.8696471542671427,1.9513325479032837,2.039092251174612,233.4372070345527,104.83261483465705,100.44418118818494,15.914267468345738
AMAQEL,0.09155,1.9049174953862757,1.9049828898942551,2.2418603639589865,2.2428841146777287,199.8340339131826,199.74282089218477,102.89159529203414,102.88806321555984
AMARIR,0.08976,1.9153636776678158,1.9153648730669155,1.919022968238786,1.9190233326353476,102.3304358776676,102.33037201218032,102.13530699941654,102.1352876053039
AMBXNI,0.11522,1.7883585748044417,1.916989054959717,1.9457299935964338,1.9549015969680408,109.59770750752978,102.24367191502753,100.73340116308687,100.2608010060387
AMIMIS,0.04416,1.8257036114787517,1.9267839474744313,2.0559165282336207,2.1998196065412277,116.25589900393983,107.35587023418731,101.82653129098836,95.33460979974565
AMINUG,0.08172,2.065739272753939,2.186108555659783,2.2080960243594228,2.2685064307904126,185.143843675885,81.32681709441042,76.0836476976754,12.808147119459674
AMIPIW,0.13826,1.935490764987383,1.959383024899364,1.9985374430218696,2.0955216042388796,86.79969082730041,85.74127562865289,84.06147234648613,80.17097015853471
AMIPOC,0.13652,2.0125124497990705,2.01255195901578,2.2453217886982864,2.2453699445642505,187.05559359644963,187.05158186372162,83.47774445657375,83.4761056714078
AMIPUH,0.09901,1.8447200726523758,1.8447518578127124,1.8454389889939498,1.8454568951185195,121.4276373530908,121.42554514924981,106.20779184190228,106.20676132747735
AMIQIW,0.06949,1.8807717564236495,1.8808078433962578,1.907719110961422,1.9077238457284944,119.10004456146423,119.09775939444899,117.41770510812361,117.41741368990546
AMOFOZ,0.0547,1.8777704468852832,1.8783216822399484,2.0549319695250134,2.055218076387805,119.290406541202,119.25539811310385,109.00604171912144,108.99086699047348
AMUYOY,0.04864,1.8028499044831074,1.8038527274272196,2.1874637980518563,2.187719714686217,108.7167597882725,108.65632045225158,102.40169469295593,102.3897158746079
ANAJUW,0.05308,1.8583887862984703,1.8584450921093474,2.079865251365375,2.079957544280947,120.53451982249749,120.53086795572665,107.69928477479495,107.69450588831037
ANAXIX,0.10499,1.8839469159024034,2.121932149036253,2.177086255052959,2.1816509386185245,192.9184013840477,192.51475685929591,105.56416712086538,89.17448712695212
ANENUE,0.03514,1.8345054625228556,1.8345266806736733,2.160879649399423,2.1608973782646346,106.84078298161954,106.83954726023666,90.70380206249553,90.70305789227388
ANEPAM,0.0464,1.8529260097929197,1.853010818555233,2.1062300515649617,2.1062563223900135,105.77864359619231,105.7738023099177,93.05726117352135,93.05610049283777
ANPYNI,0.0706,1.8891984451417059,1.889280130225943,1.9870066748829838,1.987144851458494,112.73238425995298,112.72454538761578,103.74770342630593,103.74321778134615
ANUFEV,0.0913,1.7562031000571083,2.02722525631154,2.0391678781114253,2.2281195344707974,96.6838783158289,96.11763803455229,95.66091757527188,12.566650741496373
APAGEE,0.08337,2.111942622708651,2.1717962034506697,2.213306101283503,2.2319464369000097,189.76137089959707,188.17655883505228,79.54761563765084,77.355324469705
APAREQ,0.04511,2.087547945412584,2.0901052143483003,2.3240322217793694,2.3269474393798233,228.018714993357,227.73973134573416,192.76841164318876,192.52690989848946
APAYAS,0.04293,1.8305119955654765,1.8441712652103797,2.0640739240834907,2.176943422213599,122.37013499100429,106.28080140791081,102.89656484146394,94.95783930656928
APIMNI,0.07682,1.8372641181695273,1.837716588102992,1.9503453278463339,2.0956180547829346,121.92041295792136,121.89039455274606,106.88970706696935,100.49502372814804
APITUP,0.11318,1.8459758702163351,1.8472272921105812,1.8496337935989817,1.8529016827418656,121.26282507663957,120.89146557875205,106.17690250578964,105.96692203521378
APIVAX,0.11234,1.8424968330680256,1.8457350907475178,1.8457646776039172,1.848406797325753,121.35891574801725,121.18544485125234,106.37738772860274,106.19075347406465
APOTOO,0.09466,2.0517847900982127,2.0591728364419737,2.0761613910489385,2.087635186609064,228.00918620899688,81.87993244260201,81.58615781387525,80.91856477261693
APTANI,0.03466,1.8821286935600108,1.882162958238681,2.174479165634084,2.174505481761938,206.02634740322378,206.02385404749532,104.13740605020463,104.13551023414882
AQACNJ,0.04244,1.8289462211173468,1.8289608175603511,1.908368995857304,1.9084190481403,122.47489697272403,122.47391953360344,117.37771913411935,117.37464065781654
AQAPEO,0.06847,1.8525382809123891,1.8525441173113604,1.9096762586904568,1.9096923205028573,117.2973685883313,117.29638203761361,105.8007826448091,105.80044932180039
AQEMOZ,0.05241,1.829604193260172,1.829644484473958,2.1924360736826167,2.1925033094081763,122.43085188871062,122.42815579792942,89.39827361569563,89.39553211114942
AQEXIE,0.09558,1.878481015137941,1.9050673081792224,1.9384779001166261,1.953192759705037,115.55458021292031,104.33962250377456,102.8835039888055,86.01301595310575
AQEXOK,0.0893,1.8646729280714605,1.8912490069600996,1.9472417962664355,1.957120840429429,115.03450697776144,105.11226770622619,103.63521634575277,85.84038171252504
AQIFIQ,0.04292,1.8151928298986784,1.9995628534075571,2.1859480367222988,2.218634583172161,123.40286734853585,112.0244855610666,102.47270119736007,100.96299845814588
AQIRAV,0.07213,1.8276512053034788,1.8906823877383712,1.8912704820522364,1.9269697125555265,122.56167880939029,118.47574264863606,118.43890238107845,101.7141051688181
AQIREZ,0.07218,1.8269030292387924,1.8892988140059805,1.8943242639209938,1.9268423536076973,122.6118717933995,118.5625049565563,118.24797067021167,101.72082818971778
AQODUH,0.10052,1.848501347270732,1.8485172579897369,1.8499532771476115,1.8499544697014747,121.17924627468119,121.17820325010115,105.9486217415213,105.9485534428468
AQOHUJ,0.0942,2.179901598253119,2.179933946875451,2.1970517134981553,2.197058249859786,205.51386372623801,205.5108140510994,203.90962909411562,203.9090224524502
AQOMEZ,0.12134,1.8616295427868463,1.9504670361903782,1.9733792379225494,2.1580125340000236,194.62352205225673,114.84428900552624,99.32201384987539,90.24351845453913
